site	qk	fk
4207	0.125	0.064
4208	0.188	0.029
4209	0.167	0.542
4210	0.146	0.14
4211	0.167	0.678
4212	0.375	0.928
4213	0.167	0.826
4214	0.375	0.756
4215	0.208	0.329
4216	0.292	0.736
4217	0.313	0.215
4218	0.188	0.592
4219	0.333	0.778
4220	0.25	0.86
4221	0.167	0.377
4222	0.208	0.674
4223	0.229	0.849
4224	0.292	0.189
4225	0.208	0.128
4226	0.417	0.402
4227	0.167	0.342
4228	0.188	0.356
4229	0.292	0.977
4230	0.125	0.345
4231	0.354	0.873
4232	0.229	0.88
4233	0.313	0.963
4234	0.292	0.646
4235	0.292	0.806
4236	0.25	0.861
4237	0.313	0.911
4238	0.313	0.679
4239	0.375	0.496
4240	0.271	0.432
4241	0.188	0.377
4242	0.083	0.077
4243	0.292	0.629
4244	0.167	0.569
4245	0.25	0.183
4246	0.292	0.68
4247	0.25	0.035
4248	0.188	0.578
4249	0.292	0.173
4250	0.292	0.811
4251	0.396	0.585
4252	0.229	0.913
4253	0.208	0.021
4254	0.229	0.052
4255	0.292	0.888
4256	0.125	0.306
4257	0.208	0.414
4258	0.354	0.953
4259	0.271	0.482
4260	0.188	0.91
4261	0.229	0.742
4262	0.333	0.822
4263	0.271	0.756
4264	0.229	0.79
4265	0.292	0.36
4266	0.042	0.331
4267	0.229	0.389
4268	0.167	0.231
4269	0.313	0.827
4270	0.208	0.41
4271	0.271	0.381
4272	0.229	0.419
4273	0.25	0.663
4274	0.292	0.96
4275	0.25	0.368
4276	0.25	0.447
4277	0.229	0.755
4278	0.188	0.242
4279	0.125	0.6
4280	0.208	0.549
4281	0.167	0.829
4282	0.25	0.062
4283	0.292	0.276
4284	0.188	0.094
4285	0.208	0.496
4286	0.188	0.69
4287	0.146	0.094
4288	0.083	0.121
4289	0.271	0.351
4290	0.271	0.251
4291	0.25	0.923
4292	0.188	0.47
4293	0.229	0.364
4294	0.375	0.495
4295	0.292	0.302
4296	0.188	0.27
4297	0.125	0.208
4298	0.208	0.314
4299	0.229	0.676
4300	0.188	0.148
4301	0.188	0.793
4302	0.208	0.074
4303	0.271	0.612
4304	0.292	0.703
4305	0.25	0.433
4306	0.292	0.656
4307	0.208	0.549
4308	0.208	0.608
4309	0.188	0.899
4310	0.25	0.679
4311	0.417	0.605
4312	0.354	0.391
4313	0.208	0.387
4314	0.292	0.86
4315	0.271	0.065
4316	0.125	0.178
4317	0.271	0.333
4318	0.229	0.305
4319	0.25	0.887
4320	0.313	0.185
4321	0.354	0.563
4322	0.313	0.42
4323	0.208	0.177
4324	0.375	0.81
4325	0.292	0.854
4326	0.25	0.326
4327	0.208	0.085
4328	0.125	0.816
4329	0.354	0.533
4330	0.333	0.444
4331	0.292	0.2
4332	0.229	0.544
4333	0.313	0.776
4334	0.313	0.644
4335	0.313	0.649
4336	0.354	0.899
4337	0.292	0.735
4338	0.188	0.338
4339	0.167	0.425
4340	0.167	0.372
4341	0.167	0.038
4342	0.208	0.692
4343	0.25	0.948
4344	0.125	0.112
4345	0.354	0.254
4346	0.333	0.455
4347	0.271	0.585
4348	0.354	0.642
4349	0.146	0.119
4350	0.25	0.465
4351	0.229	0.472
4352	0.229	0.22
4353	0.396	0.95
4354	0.354	0.305
4355	0.188	0.436
4356	0.354	0.925
4357	0.188	0.123
4358	0.188	0.483
4359	0.333	0.731
4360	0.146	0.48
4361	0.229	0.159
4362	0.354	0.747
4363	0.271	0.635
4364	0.354	0.073
4365	0.229	0.865
4366	0.208	0.368
4367	0.333	0.296
4368	0.188	0.455
4369	0.292	0.775
4370	0.292	0.204
4371	0.375	0.608
4372	0.229	0.201
4373	0.25	0.608
4374	0.125	0.193
4375	0.333	0.503
4376	0.333	0.809
4377	0.104	0.371
4378	0.25	0.353
4379	0.188	0.052
4380	0.167	0.325
4381	0.208	0.226
4382	0.063	0.638
4383	0.146	0.892
4384	0.208	0.831
4385	0.146	0.339
4386	0.188	0.031
4387	0.25	0.91
4388	0.229	0.948
4389	0.25	0.602
4390	0.167	0.848
4391	0.313	0.555
4392	0.313	0.948
4393	0.292	0.9
4394	0.333	0.465
4395	0.333	0.038
4396	0.125	0.316
4397	0.313	0.653
4398	0.208	0.21
4399	0.146	0.735
4400	0.229	0.915
4401	0.167	0.031
4402	0.188	0.452
4403	0.229	0.454
4404	0.229	0.181
4405	0.25	0.76
4406	0.354	0.363
4407	0.25	0.553
4408	0.333	0.895
4409	0.25	0.737
4410	0.229	0.03
4411	0.313	0.714
4412	0.292	0.928
4413	0.271	0.619
4414	0.313	0.834
4415	0.208	0.128
4416	0.229	0.627
4417	0.125	0.221
4418	0.229	0.739
4419	0.271	0.78
4420	0.271	0.962
4421	0.271	0.61
4422	0.208	0.921
4423	0.167	0.809
4424	0.229	0.739
4425	0.333	0.838
4426	0.25	0.243
4427	0.271	0.031
4428	0.333	0.625
4429	0.25	0.542
4430	0.125	0.145
4431	0.167	0.26
4432	0.292	0.499
4433	0.292	0.87
4434	0.208	0.302
4435	0.271	0.05
4436	0.229	0.815
4437	0.354	0.451
4438	0.333	0.594
4439	0.229	0.624
4440	0.313	0.433
4441	0.188	0.362
4442	0.292	0.276
4443	0.146	0.755
4444	0.167	0.685
4445	0.292	0.719
4446	0.271	0.324
4447	0.229	0.966
4448	0.271	0.657
4449	0.333	0.421
4450	0.313	0.602
4451	0.333	0.518
4452	0.229	0.465
4453	0.292	0.542
4454	0.146	0.231
4455	0.292	0.708
4456	0.229	0.484
4457	0.146	0.779
4458	0.146	0.039
4459	0.146	0.048
4460	0.229	0.756
4461	0.167	0.07
4462	0.438	0.988
4463	0.229	0.548
4464	0.333	0.565
4465	0.313	0.485
4466	0.333	0.978
4467	0.271	0.832
4468	0.208	0.551
4469	0.396	0.682
4470	0.25	0.568
4471	0.229	0.6
4472	0.125	0.283
4473	0.104	0.597
4474	0.354	0.629
4475	0.188	0.178
4476	0.313	0.827
4477	0.271	0.789
4478	0.375	0.812
4479	0.167	0.14
4480	0.313	0.41
4481	0.125	0.201
4482	0.292	0.187
4483	0.208	0.877
4484	0.229	0.625
4485	0.25	0.227
4486	0.333	0.592
4487	0.229	0.409
4488	0.25	0.574
4489	0.333	0.79
4490	0.25	0.024
4491	0.396	0.899
4492	0.271	0.542
4493	0.375	0.855
4494	0.271	0.147
4495	0.229	0.339
4496	0.146	0.141
4497	0.167	0.204
4498	0.25	0.475
4499	0.104	0.034
4500	0.188	0.855
4501	0.354	0.57
4502	0.417	0.659
4503	0.208	0.114
4504	0.125	0.314
4505	0.271	0.93
4506	0.229	0.35
4507	0.25	0.455
4508	0.229	0.034
4509	0.25	0.76
4510	0.125	0.079
4511	0.208	0.381
4512	0.208	0.318
4513	0.271	0.206
4514	0.313	0.674
4515	0.292	0.907
4516	0.25	0.484
4517	0.229	0.89
4518	0.313	0.85
4519	0.25	0.172
4520	0.188	0.28
4521	0.271	0.833
4522	0.271	0.434
4523	0.188	0.694
4524	0.292	0.68
4525	0.25	0.799
4526	0.229	0.299
4527	0.25	0.252
4528	0.229	0.068
4529	0.292	0.973
4530	0.229	0.863
4531	0.229	0.811
4532	0.271	0.353
4533	0.25	0.847
4534	0.229	0.154
4535	0.396	0.46
4536	0.188	0.691
4537	0.292	0.554
4538	0.292	0.952
4539	0.25	0.109
4540	0.229	0.167
4541	0.208	0.312
4542	0.271	0.812
4543	0.313	0.21
4544	0.396	0.975
4545	0.292	0.609
4546	0.229	0.534
4547	0.354	0.136
4548	0.375	0.623
4549	0.292	0.77
4550	0.313	0.611
4551	0.229	0.692
4552	0.229	0.201
4553	0.292	0.19
4554	0.313	0.396
4555	0.292	0.127
4556	0.25	0.893
4557	0.229	0.658
4558	0.125	0.64
4559	0.313	0.508
4560	0.292	0.777
4561	0.375	0.284
4562	0.271	0.146
4563	0.354	0.64
4564	0.313	0.411
4565	0.229	0.707
4566	0.313	0.866
4567	0.146	0.206
4568	0.375	0.351
4569	0.229	0.445
4570	0.396	0.945
4571	0.208	0.157
4572	0.25	0.716
4573	0.188	0.517
4574	0.292	0.783
4575	0.167	0.621
4576	0.396	0.9
4577	0.292	0.125
4578	0.25	0.033
4579	0.354	0.801
4580	0.417	0.894
4581	0.25	0.43
4582	0.271	0.052
4583	0.25	0.384
4584	0.313	0.907
4585	0.229	0.558
4586	0.271	0.629
4587	0.188	0.475
4588	0.271	0.941
4589	0.208	0.076
4590	0.208	0.142
4591	0.125	0.173
4592	0.104	0.564
4593	0.396	0.287
4594	0.292	0.502
4595	0.188	0.065
4596	0.271	0.847
4597	0.208	0.825
4598	0.271	0.756
4599	0.229	0.756
4600	0.271	0.107
4601	0.188	0.122
4602	0.188	0.353
4603	0.208	0.909
4604	0.25	0.106
4605	0.313	0.879
4606	0.375	0.802
4607	0.271	0.43
4608	0.125	0.068
4609	0.25	0.86
4610	0.25	0.192
4611	0.354	0.337
4612	0.188	0.27
4613	0.333	0.928
4614	0.292	0.473
4615	0.271	0.289
4616	0.208	0.309
4617	0.333	0.753
4618	0.208	0.281
4619	0.271	0.338
4620	0.354	0.904
4621	0.229	0.019
4622	0.188	0.225
4623	0.333	0.718
4624	0.208	0.315
4625	0.313	0.797
4626	0.313	0.406
4627	0.229	0.455
4628	0.375	0.699
4629	0.208	0.281
4630	0.313	0.352
4631	0.167	0.521
4632	0.354	0.751
4633	0.229	0.149
4634	0.271	0.444
4635	0.271	0.517
4636	0.333	0.783
4637	0.188	0.155
4638	0.167	0.93
4639	0.313	0.853
4640	0.167	0.935
4641	0.333	0.816
4642	0.229	0.322
4643	0.208	0.788
4644	0.271	0.179
4645	0.333	0.523
4646	0.333	0.95
4647	0.25	0.452
4648	0.271	0.424
4649	0.188	0.98
4650	0.313	0.851
4651	0.229	0.661
4652	0.208	0.873
4653	0.313	0.622
4654	0.167	0.343
4655	0.25	0.493
4656	0.229	0.204
4657	0.229	0.348
4658	0.354	0.857
4659	0.208	0.315
4660	0.313	0.716
4661	0.25	0.341
4662	0.333	0.542
4663	0.354	0.416
4664	0.146	0.461
4665	0.229	0.695
4666	0.188	0.676
4667	0.167	0.204
4668	0.292	0.9
4669	0.271	0.979
4670	0.271	0.611
4671	0.292	0.528
4672	0.313	0.749
4673	0.292	0.566
4674	0.167	0.125
4675	0.208	0.106
4676	0.125	0.259
4677	0.208	0.256
4678	0.271	0.396
4679	0.167	0.04
4680	0.458	0.45
4681	0.375	0.932
4682	0.188	0.262
4683	0.229	0.62
4684	0.167	0.251
4685	0.313	0.724
4686	0.375	0.484
4687	0.188	0.091
4688	0.438	0.954
4689	0.292	0.694
4690	0.292	0.756
4691	0.333	0.128
4692	0.229	0.306
4693	0.396	0.869
4694	0.292	0.212
4695	0.25	0.452
4696	0.271	0.336
4697	0.208	0.243
4698	0.167	0.696
4699	0.292	0.551
4700	0.396	0.848
4701	0.146	0.025
4702	0.333	0.857
4703	0.25	0.231
4704	0.146	0.03
4705	0.167	0.131
4706	0.229	0.51
4707	0.208	0.247
4708	0.208	0.224
4709	0.25	0.031
4710	0.333	0.864
4711	0.208	0.041
4712	0.271	0.501
4713	0.396	0.339
4714	0.354	0.854
4715	0.333	0.882
4716	0.292	0.341
4717	0.188	0.61
4718	0.271	0.435
4719	0.333	0.364
4720	0.188	0.063
4721	0.229	0.301
4722	0.333	0.964
4723	0.313	0.503
4724	0.354	0.633
4725	0.25	0.412
4726	0.208	0.111
4727	0.333	0.929
4728	0.25	0.085
4729	0.25	0.571
4730	0.313	0.348
4731	0.229	0.925
4732	0.146	0.399
4733	0.417	0.769
4734	0.292	0.199
4735	0.208	0.045
4736	0.292	0.603
4737	0.229	0.556
4738	0.25	0.973
4739	0.292	0.232
4740	0.167	0.519
4741	0.271	0.929
4742	0.208	0.022
4743	0.125	0.921
4744	0.292	0.494
4745	0.188	0.791
4746	0.292	0.345
4747	0.229	0.175
4748	0.292	0.11
4749	0.229	0.692
4750	0.292	0.29
4751	0.188	0.181
4752	0.292	0.715
4753	0.146	0.695
4754	0.25	0.401
4755	0.188	0.503
4756	0.292	0.264
4757	0.188	0.492
4758	0.167	0.193
4759	0.333	0.065
4760	0.208	0.408
4761	0.354	0.366
4762	0.354	0.765
4763	0.354	0.425
4764	0.188	0.484
4765	0.417	0.95
4766	0.167	0.356
4767	0.292	0.985
4768	0.146	0.138
4769	0.104	0.181
4770	0.229	0.261
4771	0.167	0.765
4772	0.271	0.509
4773	0.188	0.843
4774	0.188	0.327
4775	0.292	0.893
4776	0.146	0.458
4777	0.313	0.444
4778	0.25	0.652
4779	0.188	0.291
4780	0.292	0.511
4781	0.229	0.957
4782	0.229	0.285
4783	0.208	0.432
4784	0.188	0.606
4785	0.25	0.919
4786	0.229	0.253
4787	0.396	0.537
4788	0.188	0.836
4789	0.188	0.547
4790	0.292	0.944
4791	0.292	0.522
4792	0.229	0.54
4793	0.208	0.533
4794	0.146	0.018
4795	0.25	0.452
4796	0.313	0.737
4797	0.375	0.854
4798	0.396	0.632
4799	0.354	0.737
4800	0.125	0.136
4801	0.25	0.384
4802	0.25	0.67
4803	0.229	0.874
4804	0.271	0.618
4805	0.271	0.21
4806	0.208	0.638
4807	0.146	0.257
4808	0.25	0.581
4809	0.375	0.924
4810	0.229	0.454
4811	0.354	0.662
4812	0.208	0.014
4813	0.333	0.802
4814	0.313	0.211
4815	0.229	0.622
4816	0.396	0.849
4817	0.229	0.904
4818	0.417	0.845
4819	0.313	0.41
4820	0.271	0.655
4821	0.25	0.069
4822	0.313	0.734
4823	0.167	0.049
4824	0.188	0.673
4825	0.292	0.24
4826	0.313	0.578
4827	0.292	0.387
4828	0.208	0.516
4829	0.167	0.357
4830	0.313	0.277
4831	0.188	0.644
4832	0.188	0.485
4833	0.333	0.56
4834	0.313	0.599
4835	0.229	0.692
4836	0.313	0.687
4837	0.146	0.122
4838	0.354	0.804
4839	0.208	0.092
4840	0.229	0.094
4841	0.313	0.532
4842	0.375	0.904
4843	0.208	0.151
4844	0.146	0.63
4845	0.167	0.095
4846	0.313	0.319
4847	0.292	0.61
4848	0.333	0.815
4849	0.208	0.629
4850	0.188	0.126
4851	0.271	0.14
4852	0.125	0.354
4853	0.271	0.885
4854	0.25	0.13
4855	0.271	0.231
4856	0.333	0.639
4857	0.229	0.031
4858	0.354	0.88
4859	0.313	0.728
4860	0.188	0.063
4861	0.167	0.312
4862	0.25	0.335
4863	0.167	0.75
4864	0.25	0.526
4865	0.417	0.386
4866	0.292	0.721
4867	0.354	0.317
4868	0.208	0.135
4869	0.229	0.711
4870	0.417	0.613
4871	0.146	0.067
4872	0.229	0.414
4873	0.167	0.212
4874	0.208	0.178
4875	0.271	0.548
4876	0.146	0.444
4877	0.333	0.53
4878	0.354	0.982
4879	0.104	0.077
4880	0.292	0.405
4881	0.229	0.294
4882	0.313	0.82
4883	0.271	0.21
4884	0.229	0.063
4885	0.25	0.37
4886	0.271	0.499
4887	0.188	0.247
4888	0.292	0.61
4889	0.333	0.792
4890	0.167	0.21
4891	0.25	0.226
4892	0.167	0.232
4893	0.292	0.338
4894	0.25	0.061
4895	0.292	0.465
4896	0.25	0.344
4897	0.333	0.731
4898	0.167	0.668
4899	0.271	0.502
4900	0.188	0.32
4901	0.271	0.24
4902	0.229	0.367
4903	0.313	0.61
4904	0.208	0.474
4905	0.167	0.125
4906	0.292	0.954
4907	0.375	0.674
4908	0.208	0.306
4909	0.25	0.677
4910	0.479	0.929
4911	0.25	0.298
4912	0.208	0.634
4913	0.271	0.412
4914	0.333	0.91
4915	0.229	0.269
4916	0.292	0.056
4917	0.25	0.362
4918	0.271	0.066
4919	0.25	0.199
4920	0.25	0.309
4921	0.271	0.256
4922	0.271	0.654
4923	0.188	0.825
4924	0.188	0.901
4925	0.229	0.865
4926	0.333	0.649
4927	0.188	0.204
4928	0.292	0.259
4929	0.271	0.456
4930	0.271	0.669
4931	0.167	0.018
4932	0.229	0.379
4933	0.375	0.988
4934	0.438	0.946
4935	0.313	0.237
4936	0.146	0.18
4937	0.313	0.702
4938	0.208	0.647
4939	0.438	0.788
4940	0.313	0.989
4941	0.292	0.51
4942	0.292	0.707
4943	0.104	0.525
4944	0.271	0.945
4945	0.229	0.531
4946	0.229	0.829
4947	0.333	0.891
4948	0.375	0.719
4949	0.188	0.143
4950	0.229	0.364
4951	0.25	0.915
4952	0.208	0.175
4953	0.25	0.768
4954	0.292	0.437
4955	0.292	0.381
4956	0.292	0.966
4957	0.292	0.447
4958	0.313	0.664
4959	0.333	0.661
4960	0.333	0.923
4961	0.146	0.216
4962	0.188	0.091
4963	0.292	0.42
4964	0.188	0.532
4965	0.167	0.179
4966	0.146	0.015
4967	0.25	0.729
4968	0.229	0.459
4969	0.333	0.986
4970	0.229	0.177
4971	0.146	0.26
4972	0.25	0.949
4973	0.354	0.777
4974	0.333	0.788
4975	0.25	0.515
4976	0.271	0.105
4977	0.375	0.621
4978	0.333	0.269
4979	0.354	0.143
4980	0.292	0.94
4981	0.25	0.08
4982	0.354	0.602
4983	0.333	0.651
4984	0.25	0.079
4985	0.167	0.532
4986	0.271	0.207
4987	0.354	0.215
4988	0.292	0.809
4989	0.167	0.274
4990	0.271	0.463
4991	0.354	0.407
4992	0.229	0.487
4993	0.229	0.191
4994	0.313	0.686
4995	0.292	0.352
4996	0.292	0.184
4997	0.292	0.325
4998	0.208	0.17
4999	0.292	0.015
5000	0.25	0.548
5001	0.292	0.663
5002	0.271	0.595
5003	0.333	0.229
5004	0.188	0.167
5005	0.167	0.156
5006	0.292	0.548
5007	0.125	0.047
5008	0.229	0.488
5009	0.208	0.559
5010	0.417	0.926
5011	0.271	0.573
5012	0.396	0.473
5013	0.188	0.131
5014	0.25	0.584
5015	0.438	0.981
5016	0.25	0.372
5017	0.333	0.319
5018	0.146	0.143
5019	0.333	0.051
5020	0.313	0.664
5021	0.333	0.059
5022	0.292	0.415
5023	0.271	0.758
5024	0.375	0.642
5025	0.292	0.733
5026	0.25	0.783
5027	0.271	0.109
5028	0.375	0.66
5029	0.25	0.481
5030	0.208	0.154
5031	0.188	0.409
5032	0.375	0.761
5033	0.229	0.826
5034	0.354	0.031
5035	0.208	0.03
5036	0.292	0.139
5037	0.271	0.233
5038	0.333	0.372
5039	0.188	0.136
5040	0.25	0.938
5041	0.229	0.683
5042	0.292	0.36
5043	0.146	0.066
5044	0.208	0.071
5045	0.292	0.452
5046	0.25	0.461
5047	0.396	0.671
5048	0.313	0.835
5049	0.208	0.605
5050	0.188	0.752
5051	0.292	0.723
5052	0.292	0.108
5053	0.146	0.423
5054	0.229	0.048
5055	0.25	0.188
5056	0.229	0.787
5057	0.354	0.579
5058	0.271	0.34
5059	0.25	0.322
5060	0.313	0.324
5061	0.188	0.518
5062	0.25	0.591
5063	0.354	0.809
5064	0.375	0.742
5065	0.188	0.768
5066	0.25	0.277
5067	0.375	0.917
5068	0.417	0.703
5069	0.25	0.418
5070	0.313	0.981
5071	0.271	0.924
5072	0.271	0.016
5073	0.333	0.752
5074	0.354	0.352
5075	0.271	0.128
5076	0.292	0.748
5077	0.292	0.151
5078	0.354	0.403
5079	0.313	0.534
5080	0.333	0.353
5081	0.25	0.299
5082	0.229	0.178
5083	0.333	0.474
5084	0.333	0.895
5085	0.292	0.947
5086	0.333	0.865
5087	0.313	0.964
5088	0.292	0.893
5089	0.229	0.248
5090	0.396	0.964
5091	0.208	0.345
5092	0.292	0.922
5093	0.229	0.213
5094	0.292	0.661
5095	0.271	0.57
5096	0.333	0.157
5097	0.354	0.733
5098	0.271	0.121
5099	0.333	0.397
5100	0.271	0.582
5101	0.396	0.675
5102	0.25	0.196
5103	0.271	0.248
5104	0.125	0.495
5105	0.417	0.931
5106	0.354	0.69
5107	0.375	0.776
5108	0.313	0.786
5109	0.396	0.891
5110	0.375	0.818
5111	0.333	0.948
5112	0.292	0.209
5113	0.417	0.408
5114	0.229	0.407
5115	0.354	0.375
5116	0.375	0.681
5117	0.333	0.35
5118	0.271	0.622
5119	0.313	0.967
5120	0.25	0.635
5121	0.292	0.557
5122	0.167	0.367
5123	0.271	0.671
5124	0.271	0.843
5125	0.271	0.654
5126	0.229	0.239
5127	0.333	0.904
5128	0.292	0.589
5129	0.25	0.593
5130	0.188	0.445
5131	0.208	0.29
5132	0.375	0.571
5133	0.292	0.906
5134	0.354	0.907
5135	0.167	0.28
5136	0.375	0.809
5137	0.292	0.271
5138	0.417	0.973
5139	0.313	0.393
5140	0.375	0.211
5141	0.396	0.986
5142	0.271	0.574
5143	0.313	0.113
5144	0.208	0.96
5145	0.229	0.659
5146	0.271	0.213
5147	0.313	0.027
5148	0.313	0.987
5149	0.458	0.926
5150	0.313	0.341
5151	0.271	0.226
5152	0.375	0.777
5153	0.25	0.297
5154	0.229	0.904
5155	0.292	0.606
5156	0.271	0.275
5157	0.146	0.014
5158	0.292	0.333
5159	0.229	0.212
5160	0.208	0.644
5161	0.333	0.198
5162	0.333	0.734
5163	0.292	0.316
5164	0.292	0.691
5165	0.25	0.205
5166	0.25	0.625
5167	0.396	0.625
5168	0.25	0.68
5169	0.229	0.426
5170	0.417	0.755
5171	0.271	0.716
5172	0.375	0.943
5173	0.354	0.542
5174	0.375	0.811
5175	0.208	0.952
5176	0.271	0.934
5177	0.292	0.99
5178	0.208	0.106
5179	0.271	0.522
5180	0.104	0.611
5181	0.271	0.308
5182	0.083	0.028
5183	0.313	0.489
5184	0.229	0.411
5185	0.208	0.555
5186	0.292	0.829
5187	0.188	0.678
5188	0.25	0.029
5189	0.354	0.021
5190	0.25	0.2
5191	0.146	0.469
5192	0.271	0.949
5193	0.396	0.839
5194	0.333	0.952
5195	0.292	0.56
5196	0.25	0.718
5197	0.229	0.153
5198	0.229	0.355
5199	0.313	0.846
5200	0.333	0.707
5201	0.396	0.589
5202	0.292	0.089
5203	0.333	0.874
5204	0.229	0.515
5205	0.354	0.723
5206	0.313	0.96
5207	0.333	0.647
5208	0.188	0.825
5209	0.229	0.063
5210	0.313	0.987
5211	0.396	0.798
5212	0.167	0.873
5213	0.104	0.021
5214	0.354	0.58
5215	0.375	0.05
5216	0.333	0.984
5217	0.25	0.046
5218	0.333	0.932
5219	0.396	0.455
5220	0.375	0.461
5221	0.25	0.964
5222	0.229	0.142
5223	0.438	0.788
5224	0.25	0.949
5225	0.229	0.555
5226	0.208	0.093
5227	0.333	0.559
5228	0.313	0.378
5229	0.229	0.583
5230	0.167	0.145
5231	0.292	0.849
5232	0.271	0.633
5233	0.25	0.578
5234	0.167	0.214
5235	0.188	0.291
5236	0.271	0.429
5237	0.271	0.482
5238	0.354	0.829
5239	0.354	0.431
5240	0.292	0.023
5241	0.396	0.303
5242	0.271	0.632
5243	0.313	0.801
5244	0.229	0.478
5245	0.313	0.436
5246	0.229	0.278
5247	0.229	0.064
5248	0.313	0.269
5249	0.313	0.337
5250	0.396	0.408
5251	0.167	0.47
5252	0.271	0.669
5253	0.271	0.234
5254	0.208	0.373
5255	0.292	0.519
5256	0.333	0.936
5257	0.438	0.772
5258	0.292	0.191
5259	0.188	0.767
5260	0.229	0.38
5261	0.271	0.606
5262	0.208	0.233
5263	0.229	0.15
5264	0.25	0.64
5265	0.292	0.072
5266	0.25	0.93
5267	0.333	0.534
5268	0.271	0.523
5269	0.271	0.526
5270	0.354	0.091
5271	0.333	0.626
5272	0.354	0.958
5273	0.25	0.484
5274	0.313	0.69
5275	0.271	0.442
5276	0.354	0.636
5277	0.208	0.239
5278	0.313	0.09
5279	0.333	0.563
5280	0.313	0.814
5281	0.313	0.498
5282	0.313	0.94
5283	0.542	0.802
5284	0.25	0.862
5285	0.25	0.599
5286	0.292	0.152
5287	0.333	0.277
5288	0.292	0.131
5289	0.292	0.692
5290	0.25	0.893
5291	0.188	0.224
5292	0.354	0.877
5293	0.354	0.732
5294	0.313	0.651
5295	0.271	0.031
5296	0.271	0.724
5297	0.375	0.888
5298	0.229	0.811
5299	0.25	0.778
5300	0.208	0.285
5301	0.229	0.495
5302	0.354	0.49
5303	0.271	0.909
5304	0.417	0.516
5305	0.25	0.393
5306	0.229	0.527
5307	0.208	0.027
5308	0.354	0.19
5309	0.229	0.032
5310	0.375	0.72
5311	0.333	0.901
5312	0.313	0.845
5313	0.417	0.849
5314	0.292	0.962
5315	0.25	0.424
5316	0.292	0.566
5317	0.417	0.485
5318	0.271	0.877
5319	0.25	0.592
5320	0.396	0.845
5321	0.25	0.791
5322	0.333	0.535
5323	0.208	0.258
5324	0.271	0.501
5325	0.333	0.964
5326	0.396	0.988
5327	0.375	0.476
5328	0.25	0.076
5329	0.292	0.403
5330	0.229	0.723
5331	0.271	0.115
5332	0.396	0.645
5333	0.396	0.713
5334	0.292	0.113
5335	0.354	0.742
5336	0.313	0.708
5337	0.208	0.283
5338	0.354	0.544
5339	0.292	0.213
5340	0.313	0.536
5341	0.292	0.697
5342	0.208	0.677
5343	0.25	0.82
5344	0.313	0.88
5345	0.313	0.944
5346	0.271	0.673
5347	0.292	0.328
5348	0.229	0.139
5349	0.271	0.645
5350	0.25	0.708
5351	0.354	0.449
5352	0.208	0.076
5353	0.25	0.547
5354	0.479	0.96
5355	0.271	0.284
5356	0.375	0.564
5357	0.208	0.59
5358	0.25	0.055
5359	0.375	0.589
5360	0.333	0.957
5361	0.396	0.986
5362	0.333	0.853
5363	0.396	0.957
5364	0.271	0.546
5365	0.271	0.567
5366	0.229	0.627
5367	0.208	0.573
5368	0.354	0.072
5369	0.292	0.375
5370	0.292	0.75
5371	0.354	0.298
5372	0.188	0.212
5373	0.271	0.367
5374	0.208	0.344
5375	0.354	0.839
5376	0.333	0.983
5377	0.271	0.785
5378	0.271	0.551
5379	0.167	0.953
5380	0.188	0.226
5381	0.188	0.981
5382	0.25	0.326
5383	0.333	0.983
5384	0.208	0.019
5385	0.25	0.18
5386	0.313	0.318
5387	0.208	0.48
5388	0.125	0.21
5389	0.292	0.429
5390	0.333	0.2
5391	0.188	0.201
5392	0.292	0.279
5393	0.292	0.017
5394	0.438	0.521
5395	0.271	0.094
5396	0.208	0.112
5397	0.271	0.484
5398	0.313	0.866
5399	0.229	0.478
5400	0.25	0.129
5401	0.25	0.265
5402	0.333	0.532
5403	0.313	0.773
5404	0.333	0.248
5405	0.229	0.128
5406	0.229	0.319
5407	0.25	0.89
5408	0.333	0.599
5409	0.208	0.216
5410	0.313	0.475
5411	0.333	0.553
5412	0.229	0.477
5413	0.313	0.435
5414	0.417	0.412
5415	0.25	0.471
5416	0.167	0.538
5417	0.354	0.492
5418	0.292	0.595
5419	0.375	0.17
5420	0.417	0.416
5421	0.146	0.429
5422	0.271	0.665
5423	0.292	0.367
5424	0.229	0.013
5425	0.25	0.413
5426	0.396	0.642
5427	0.25	0.273
5428	0.188	0.521
5429	0.333	0.731
5430	0.229	0.453
5431	0.396	0.656
5432	0.25	0.314
5433	0.125	0.349
5434	0.333	0.773
5435	0.25	0.554
5436	0.292	0.925
5437	0.375	0.836
5438	0.271	0.986
5439	0.313	0.744
5440	0.188	0.459
5441	0.25	0.716
5442	0.25	0.08
5443	0.354	0.342
5444	0.375	0.362
5445	0.25	0.077
5446	0.25	0.617
5447	0.375	0.77
5448	0.375	0.749
5449	0.208	0.566
5450	0.208	0.531
5451	0.333	0.899
5452	0.396	0.746
5453	0.333	0.478
5454	0.208	0.129
5455	0.188	0.25
5456	0.25	0.875
5457	0.354	0.756
5458	0.354	0.631
5459	0.333	0.491
5460	0.25	0.277
5461	0.271	0.903
5462	0.271	0.733
5463	0.271	0.195
5464	0.375	0.896
5465	0.271	0.511
5466	0.354	0.857
5467	0.417	0.914
5468	0.396	0.864
5469	0.271	0.734
5470	0.375	0.594
5471	0.333	0.716
5472	0.292	0.778
5473	0.292	0.613
5474	0.354	0.105
5475	0.25	0.799
5476	0.229	0.672
5477	0.271	0.254
5478	0.292	0.153
